candidate_id	candidate_kind	source_term	source_expansion	chapter_slug	source_context	proposed_lt	status	scope	candidate_origin	reason	banned_lt	source_ref	notes
005-update-analysis-what-s-changed-term-intravascular-fluid-therapy	term	Intravascular Fluid Therapy		005-update-analysis-what-s-changed	| Intravascular Fluid Therapy in Adults | April 2025 | A new table for Adrenal Crisis and update to the Sepsis table. |	infuzinė terapija	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://sam.lrv.lt/media/viesa/saugykla/2020/10/MDqy1A-aXSc.pdf	Patikrinta SAM ir LT akademiniuose šaltiniuose 2026-03-29; užrakinta bendroje bazėje kaip `infuzinė terapija`. `intraveninė terapija` ir `IV` vartotini tik tada, kai kalbama apie konkretų vartojimo kelią.
005-update-analysis-what-s-changed-term-limb-trauma	term	Limb Trauma		005-update-analysis-what-s-changed	| Limb Trauma | September 2023 | New guidance and images on fracture reduction and management of patella dislocation. More detail on hip fractures. |	galūnių trauma	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-low-back-pain	term	Low Back Pain		005-update-analysis-what-s-changed	| Low Back Pain (Non-traumatic) | September 2022 | Guidance on the assessment and management of this common presentation. |	apatinės nugaros dalies skausmas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://lsmu.lt/cris/bitstream/20.500.12512/101802/1/Povilas%20Anciukaitis.%20magistro%20darbas%202014.pdf	Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-major-complex-and-high-risk-incidents	term	Major, Complex and High-Risk Incidents		005-update-analysis-what-s-changed	| Major, Complex and High-Risk Incidents | January 2024 | Reviewed and updated by NARU. Includes the new major incident triage tool algorithm (MITT). Includes the Ten Second Triage (TST), a new primary scene triage tool that has been developed for use by all first responders to any incident with multiple casualties. |	Dideli, sudėtingi ir didelės rizikos incidentai	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-management-of-post-partum-haemorrhage	term	Management of Post-partum Haemorrhage		005-update-analysis-what-s-changed	| Management of Post-partum Haemorrhage (PPH) | January 2024 | New guideline. Includes a new algorithm. |	pogimdyminio kraujavimo valdymas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-maternal-resuscitation	term	Maternal Resuscitation		005-update-analysis-what-s-changed	| Maternal Resuscitation | July 2019 | Reviewed and updated. |	Motinos gaivinimas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-maternity-care	term	Maternity Care		005-update-analysis-what-s-changed	| Maternity Care (including Obstetric Emergency Overview) | October 2024 | Includes a new Prehospital Maternity Decision Tool to be used for pregnant patients and up to 4 weeks post-partum. |	akušerinė priežiūra	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-medical-emergencies-in-adults-overview	term	Medical Emergencies in Adults – Overview		005-update-analysis-what-s-changed	| Medical Emergencies in Adults – Overview | February 2022 | New wording around frailty scoring added; consider using the clincial frailty scale, as per local pathways. |	Medicininės skubios būklės suaugusiesiems – apžvalga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-medical-emergencies-in-children-overview	term	Medical Emergencies in Children – Overview		005-update-analysis-what-s-changed	| Medical Emergencies in Children – Overview | February 2021 | New reference added, linking to an interactive education tool. |	Medicininės skubios būklės vaikams – apžvalga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-meningococcal-meningitis-and-septicaemia	term	Meningococcal Meningitis and Septicaemia		005-update-analysis-what-s-changed	| Meningococcal Meningitis and Septicaemia | July 2019 | Reviewed and updated. |	Meningokokinis meningitas ir septicemija	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-mental-capacity-act-2005	term	Mental Capacity Act 2005		005-update-analysis-what-s-changed	| Mental Capacity Act 2005 | September 2022 | Revised and updated with current legislation. New flowchart for assessing mental capacity included with information around causative nexus. |	`Mental Capacity Act 2005`	original_context_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Originalo JK ar tarptautinis kontekstinis vienetas; aktyvioje LT terminų bazėje nefiksuoti. Jei prireiks, pilną LT sprendimą daryti lokalizuojant konkretų skyrių.
005-update-analysis-what-s-changed-term-mental-health-presentations	term	Mental Health Presentations		005-update-analysis-what-s-changed	| Mental Health Presentations | May 2023 | Completely revised guideline. |	Psichikos sveikatos būklės	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-newborn-life-support	term	Newborn Life Support		005-update-analysis-what-s-changed	| Newborn Life Support | September 2022 | Revised and updated, algorithm revised in line with RCUK. |	naujagimio gaivinimas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-non-traumatic-chest-pain-discomfort	term	Non-Traumatic Chest Pain/Discomfort		005-update-analysis-what-s-changed	| Non-Traumatic Chest Pain/Discomfort | July 2019 | Reviewed and updated. |	netrauminis krūtinės skausmas ar diskomfortas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-out-of-hospital-cardiac-arrest-overview	term	Out-of-Hospital Cardiac Arrest: Overview		005-update-analysis-what-s-changed	| Out-of-Hospital Cardiac Arrest: Overview | September 2022 | Reviewed and updated in line with RCUK. New wording added. |	širdies sustojimas už ligoninės ribų: apžvalga	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-overdose-and-poisoning	term	Overdose and Poisoning		005-update-analysis-what-s-changed	| Overdose and Poisoning in Adults and Children | October 2024 | Revised and updated guideline with support from the National Poison Information Service (NPIS) and RCEM toxicologists. New algorithm included. Substance management table removed. |	apsinuodijimas ir perdozavimas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-paediatric-gastroenteritis	term	Paediatric Gastroenteritis		005-update-analysis-what-s-changed	| Paediatric Gastroenteritis | July 2019 | Reviewed and updated. |	Gastroenteritas vaikams	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-pain-management	term	Pain Management		005-update-analysis-what-s-changed	| Pain Management in Adults and Children | July 2025 | Previously separate guidelines for adults and children have now been unified into a single guideline. The updated guideline provides age-specific treatment recommendations and incorporates the PAINAD scale for assessing pain in patients with cognitive impairment. The treatment section has been revised and includes a table outlining pre-hospital analgesia options. |	skausmo valdymas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-patient-confidentiality	term	Patient Confidentiality		005-update-analysis-what-s-changed	| Patient Confidentiality | June 2019 | Reviewed and updated. |	Paciento konfidencialumas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-patients-with-communication-difficulties	term	Patients with Communication Difficulties		005-update-analysis-what-s-changed	| Patients with Communication Difficulties | April 2025 | Amended wording following feedback around patients who are deaf. |	Pacientai, turintys bendravimo sunkumų	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-pelvic-trauma	term	Pelvic Trauma		005-update-analysis-what-s-changed	| Pelvic Trauma | July 2024 | Emphasis placed on early consideration for the requirement of additional critical care resources, while still considering the advantage of moving towards hospital care. |	dubens trauma	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-police-incapacitants	term	Police Incapacitants		005-update-analysis-what-s-changed	| Police Incapacitants | October 2022 | Reviewed and updated by NARU. Updated guidance on Conducted Energy Devices (Tasers). Updated assessment and management of irritant/incapacitant sprays, attenuating energy projectiles and batons. |	Policijos naudojamos neutralizuojančios priemonės	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-pre-eclampsia-and-eclampsia	term	Pre-eclampsia and Eclampsia		005-update-analysis-what-s-changed	| Pre-eclampsia and Eclampsia | July 2025 | This guideline has been fully revised, including the development of a new management algorithm. The updated guidance aligns with NICE NG133 recommendations regarding the use of Magnesium Sulfate for the management of pre-eclampsia and eclampsia. |	preeklampsija ir eklampsija	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-pulmonary-embolism	term	Pulmonary Embolism		005-update-analysis-what-s-changed	| Pulmonary Embolism | January 2024 | Reviewed and updated in line with NICE. Changes to use of Wells score. |	plaučių embolija	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-respiratory-illness	term	Respiratory Illness		005-update-analysis-what-s-changed	| Respiratory Illness in Children | September 2022 | Removal of modified Taussig croup score as not advised by NICE. Dexamethasone is now indicated for children with croup. |	kvėpavimo takų ligos	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-return-of-spontaneous-circulation	term	Return of Spontaneous Circulation		005-update-analysis-what-s-changed	| Return of Spontaneous Circulation | September 2022 | Reviewed and updated in line with RCUK. New wording added. |	spontaninės kraujotakos atsinaujinimas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://lsmu.lt/cris/entities/etd/2492865d-db82-4dcf-8577-002c8f78cb67	Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-safeguarding-adults-at-risk	term	Safeguarding Adults at Risk		005-update-analysis-what-s-changed	| Safeguarding Adults at Risk | September 2022 | Revised and updated with current legislation. |	Pažeidžiamų suaugusiųjų apsauga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-safeguarding-children	term	Safeguarding Children		005-update-analysis-what-s-changed	| Safeguarding Children | September 2022 | Revised and updated with current legislation. |	Vaikų apsauga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-sexual-assault	term	Sexual Assault		005-update-analysis-what-s-changed	| Sexual Assault | March 2024 | Fully revised and updated. Emphasis on use of Sexual Assault Referral Centres (SARCs). |	Seksualinis smurtas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-sickle-cell-disease	term	Sickle Cell Disease		005-update-analysis-what-s-changed	| Sickle Cell Disease | February 2022 | Alignment to advise oral, intramuscular, or subcutaneous administration rather than IV. |	pjautuvinių ląstelių liga	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-spinal-injury-and-spinal-cord-injury	term	Spinal Injury and Spinal Cord Injury		005-update-analysis-what-s-changed	| Spinal Injury and Spinal Cord Injury | April 2025 | Small wording update to reflect current trust practices around use of collars for immobilisation. |	stuburo trauma ir nugaros smegenų sužalojimas	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-staff-health-and-wellbeing	term	Staff Health and Wellbeing		005-update-analysis-what-s-changed	| Staff Health and Wellbeing | June 2019 | Reviewed and updated. |	Personalo sveikata ir gerovė	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-stroke-and-transient-ischaemic-attack	term	Stroke and Transient Ischaemic Attack		005-update-analysis-what-s-changed	| Stroke and Transient Ischaemic Attack | May 2021 | Reviewed and updated. |	insultas ir praeinantis smegenų išemijos priepuolis (PSIP)	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://lsmu.lt/wp-content/uploads/2023-avevita-31-10pslweb.pdf	Patikrinta LT interneto neurologijos šaltiniuose 2026-03-29; užrakinta bendroje bazėje. `Transient Ischaemic Attack` daliai LT medicinoje vartotinas `praeinantis smegenų išemijos priepuolis (PSIP)`. `Mikroinsultas` paliktas tik kaip nekanoninis viešosios kalbos pavadinimas.
005-update-analysis-what-s-changed-term-thoracic-trauma	term	Thoracic Trauma		005-update-analysis-what-s-changed	| Thoracic Trauma | July 2024 | Emphasis placed on early consideration for the requirement of additional critical care resources, while still considering the advantage of moving towards hospital care. New guidance on rib fractures. |	krūtinės trauma	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-trauma-emergencies-in-adults-overview	term	Trauma Emergencies in Adults – Overview		005-update-analysis-what-s-changed	| Trauma Emergencies in Adults – Overview | April 2025 | Small wording update to reflect current trust practices around use of collars for immobilisation. |	Trauminės skubios būklės suaugusiesiems – apžvalga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-trauma-emergencies-in-children-overview	term	Trauma Emergencies in Children – Overview		005-update-analysis-what-s-changed	| Trauma Emergencies in Children – Overview | February 2022 | New guidance around assessment and management of hanging added. New reference added. |	Trauminės skubios būklės vaikams – apžvalga	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-trauma-in-pregnancy	term	Trauma in Pregnancy		005-update-analysis-what-s-changed	| Trauma in Pregnancy | July 2019 | Reviewed and updated. |	trauma nėštumo metu	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-vaginal-bleeding	term	Vaginal Bleeding		005-update-analysis-what-s-changed	| Vaginal Bleeding During Pregnancy after 20 Weeks Gestation | January 2024 | New standalone guideline. |	kraujavimas iš makšties	approved_global	global	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Patikrinta LT interneto medicinos šaltiniuose 2026-03-28; užrakinta bendroje bazėje.
005-update-analysis-what-s-changed-term-vaginal-bleeding-gynaecological-causes	term	Vaginal Bleeding: Gynaecological Causes		005-update-analysis-what-s-changed	| Vaginal Bleeding: Gynaecological Causes | March 2020 | Reviewed and updated. |	Kraujavimas iš makšties: ginekologinės priežastys	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
005-update-analysis-what-s-changed-term-vascular-emergencies	term	Vascular Emergencies		005-update-analysis-what-s-changed	| Vascular Emergencies | July 2025 | This guideline has been updated in response to recent clinical feedback and now includes a new section addressing ‘other vascular bleed’ considerations. |	kraujagyslių skubios būklės	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Sudėtinė skyriaus antraštė arba lokalizacijos wording vienetas; nepromuoti į shared lexicon. Tikslinti pilnai lokalizuojant atitinkamą atskirą skyrių.
006-list-of-abbreviations-acronym-abcde	acronym	ABCDE		006-list-of-abbreviations	| ABCDE | A – Airway |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-abd	acronym	ABD		006-list-of-abbreviations	| AAA | Abdominal Aortic Aneurysm |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-adrt	acronym	ADRT		006-list-of-abbreviations	| ADRT | Advance Decision to Refuse Treatment |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-apc	acronym	APC		006-list-of-abbreviations	| APC | Antero-Posterior Compression |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-atmist	acronym	ATMIST		006-list-of-abbreviations	| ATMIST | A – Age |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-avpu	acronym	AVPU		006-list-of-abbreviations	| AVPU | A – Alert |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bg	acronym	BG		006-list-of-abbreviations	| BG | Blood Glucose |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bia	acronym	BIA		006-list-of-abbreviations	| BIA | Best Interest Assessors |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bm	acronym	BM		006-list-of-abbreviations	| BM | Stick Measures blood sugar |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bmi	acronym	BMI		006-list-of-abbreviations	| BMI | Body mass index |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bp	acronym	BP		006-list-of-abbreviations	| BP | Blood Pressure |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-br	acronym	BR		006-list-of-abbreviations	# Chapter 6 List of Abbreviations		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-btcs	acronym	BTCS		006-list-of-abbreviations	| BTCS | Bilateral Tonic-Clonic Seizures |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-bvm	acronym	BVM		006-list-of-abbreviations	| BVM | Bag-Valve-Mask |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cbrne	acronym	CBRNE		006-list-of-abbreviations	| CBRNE | Chemical, Biological, Radiological, Nuclear and Explosive |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ccs	acronym	CCS		006-list-of-abbreviations	| CCS | Central Cord Syndrome |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cew	acronym	CEW		006-list-of-abbreviations	| CEW | Controlled Electrical Weapon |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cfr	acronym	CFR		006-list-of-abbreviations	| CFR | Community first responder |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cmht	acronym	CMHT		006-list-of-abbreviations	| CMHT | Community Mental Health Team |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cop	acronym	COP		006-list-of-abbreviations	| COP | Code of Practice |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cpn	acronym	CPN		006-list-of-abbreviations	| CPN | Community Psychiatric Nurse |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cpp	acronym	CPP		006-list-of-abbreviations	| CPP | Cerebral Perfusion Pressure |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cpr	acronym	CPR-		006-list-of-abbreviations	| CPR-IC | CPR-induced consciousness |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cpr-ic	acronym	CPR-IC		006-list-of-abbreviations	| CPR-IC | CPR-induced consciousness |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-crt	acronym	CRT		006-list-of-abbreviations	| CRT | Capillary Refill Test |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
